interpro_id,keywords
IPR016041,"synthase delta,co dehydrogenaseacetyl,dehydrogenaseacetyl coa,dehydrogenaseacetyl,coa synthase,tim barrel,tim,delta subunit,co,delta,barrel,coa,synthase"
IPR016045,"tyk2,non receptor,tyrosine protein,tyrosine,protein kinase,kinase,non"
IPR016047,"peptidase m23,m23,peptidase"
IPR016049,"rpc34 like,polymerase rpc34,rpc34,rna polymerase,polymerase"
IPR016050,"proteasome,proteasome core,catabolic process,catabolic,protein catabolic,core complex,proteolysis,proteolysis involved,in protein,core,type subunit,proteasome beta,beta type,involved,involved in,proteasome complex,endopeptidase complex,peptidase complex,macromolecule catabolic,endopeptidase,intracellular protein,compound catabolic,catalytic complex,substance catabolic,conserved site,peptidase,beta,conserved,site"
IPR016052,ygiwydei
IPR016053,"heme oxidation,catabolic process,catabolic,decyclizing activity,heme oxygenase,oxygenase,oxygenase decyclizing,decyclizing,heme,compound catabolic,incorporation,porphyrin containing,porphyrin,incorporation or,reduction of,paired donors,or reduction,on paired,reduction,paired,molecular oxygen,with incorporation,oxygen,oxidation,of molecular,tetrapyrrole,oxygenase like,tetrapyrrole catabolic,haem oxygenase,one,with,flavin or,reduced flavin,flavoprotein as,or flavoprotein,heme metabolic,donors,haem,flavoprotein,pigment metabolic,pigment,and incorporation,atom,atom of,of one,as one,one atom,one donor,reduced,monooxygenase activity,donor,of oxygen,incorporation of,tetrapyrrole metabolic,monooxygenase,flavin,heterocycle catabolic,cellular catabolic,substance catabolic,and"
IPR016054,"6 antigenupa,antigenupa,antigenupa receptor,ly,ly 6,receptor like"
IPR016055,"intramolecular phosphotransferase,intramolecular,iiiiii,alphabetaalpha iiiiii,d phosphohexomutase,alphabetaalpha,phosphohexomutase,carbohydrate metabolic,phosphotransferase activity,alpha d,phosphotransferase,intramolecular transferase,isomerase activity,isomerase,alpha"
IPR016056,"er 23,pheromone er,protozoan,pheromone,er,23"
IPR016057,"pheromone,pheromone activity,mating pheromone,mating,2er,2er 23,er 2er,signaling receptor,pheromone er,activator activity,protozoan,activator,function,regulator activity,er,23,ligand activity,receptor activator,receptor ligand,receptor regulator,function activator,ligand,receptor binding,function regulator,protein binding"
IPR016058,"er 1,pheromone er,protozoan,pheromone,er"
IPR016059,"dna ligase,ligase activity,ligase,forming phosphoric,phosphoric,phosphoric ester,forming,on dna,atp dependent,ester bonds,ester,conserved site,a nucleic,conserved,site"
IPR016061,"proline trna,trna,trna aminoacylation,aminoacylation,trna ligase,prolyl trna,proline,ligase activity,ligase,prolyl,nucleotide binding,ribonucleotide binding,ribonucleotide,purine,translation,amide,atp binding,adenyl,amino acid,amino,cytoplasm,peptide,class ii,for protein,protein translation,aminoacylation for,acid activation,oxygen bonds,aminoacyl trna,aminoacyl,for,activation,a trna,trna metabolic,forming carbon,carbon oxygen,ncrna metabolic,ncrna,class,forming,peptide biosynthetic,peptide metabolic,on rna,amide biosynthetic,amide metabolic,oxygen,adenyl ribonucleotide,adenyl nucleotide,triphosphate binding,ii,oxoacid metabolic,oxoacid,derivative binding,purine ribonucleoside,carboxylic acid,a nucleic,purine ribonucleotide,organic acid,ribonucleoside triphosphate,carboxylic,triphosphate,anion binding,ribonucleoside,phosphate binding,purine nucleotide,heterocyclic compound,heterocyclic,molecule binding"
IPR016062,"protein tm1410,tm1410,tm1410 related,hypothetical protein,hypothetical,related"
IPR016063,"extracellular protein,extracellular"
IPR016064,"kinasediacylglycerol kinase,kinasediacylglycerol,nad kinasediacylglycerol,kinase like,nad,kinase"
IPR016066,"magnesium ion,magnesium,d phosphohexomutase,phosphohexomutase,alpha d,conserved site,conserved,cation binding,alpha,site"
IPR016067,"adenosylmethionine decarboxylase,spermidine,spermidine biosynthetic,amine,amine biosynthetic,decarboxylase,polyamine,adenosylmethionine,biogenic amine,biogenic,decarboxylase activity,amine metabolic,lyase activity,lyase,spermidine metabolic,polyamine biosynthetic,polyamine metabolic,carboxy lyase,carboxy,carbon lyase,core,carbon carbon,s adenosylmethionine"
IPR016068,"sequence specific,specific dna,sequence,translin,specific"
IPR016069,"sequence specific,specific dna,sequence,translin,specific"
IPR016071,"nuclease snase,staphylococcal nuclease,snase like,snase,staphylococcal,ob fold,ob,fold,nuclease"
IPR016072,"protein catabolic,catabolic process,catabolic,dependent protein,ubiquitin dependent,modification dependent,macromolecule catabolic,skp1 component,skp1,proteolysis,ubiquitin,modification,dependent macromolecule,dimerisation,proteolysis involved,in protein,compound catabolic,substance catabolic,involved in,involved"
IPR016073,"protein catabolic,catabolic process,catabolic,dependent protein,ubiquitin dependent,modification dependent,poz,poz domain,macromolecule catabolic,skp1 component,skp1,proteolysis,ubiquitin,modification,dependent macromolecule,proteolysis involved,in protein,compound catabolic,substance catabolic,involved in,involved"
IPR016075,"polymerase activity,rna polymerase,genome replication,viral,polymerase,viral genome,rna dependent,genome,dependent rna,terminal xd,xd,paramyxovirinae,replication,phosphoprotein p,rna binding,templated transcription,dna templated,templated,phosphoprotein,viral life,life cycle,life,3 rna,5 3,viral process,nucleotidyltransferase activity,nucleotidyltransferase,cycle,on rna,a nucleic,rna biosynthetic,transferring phosphorus,containing groups"
IPR016082,"ul30 like,protein ul30,ul30,ferredoxin like,like fold,fold domain,ferredoxin,fold,large ribosomal,large,subunit protein,ribosomal subunit,ribosomal"
IPR016084,"multi helical,oxygenase like,haem oxygenase,multi,oxygenase,haem,helical"
IPR016085,"inhibitor activity,inhibitor,endopeptidase inhibitor,endopeptidase,regulator activity,protease inhibitor,function,enzyme,peptidase,beta barrel,endopeptidase regulator,barrel domain,peptidase regulator,peptidase inhibitor,barrel,enzyme inhibitor,function inhibitor,protease,enzyme regulator,function regulator,beta"
IPR016087,"chalcone isomerase,chalcone,isomerase"
IPR016088,"3 layer,layer sandwich,chalcone isomerase,chalcone,layer,sandwich,isomerase"
IPR016089,"orthogonal bundle,orthogonal,chalcone isomerase,chalcone,bundle domain,bundle,isomerase"
IPR016090,"phospholipase a2,acid transport,a2,arachidonic acid,arachidonic,phospholipase,acid secretion,a2 activity,icosanoid,secretion,lipid,phospholipid metabolic,fatty acid,fatty,phospholipid,icosanoid secretion,arachidonate transport,arachidonate,a2 domain,icosanoid transport,lipid metabolic,ester,carboxylic,chain fatty,phospholipase activity,long chain,lipid transport,lipase activity,lipid localization,long,carboxylic ester,lipase,organic anion,anion transport,monocarboxylic acid,monocarboxylic,cellular lipid,ester hydrolase,macromolecule localization,chain,organophosphate metabolic,organophosphate,substance transport,on ester,ester bonds,phosphate containing,phosphorus metabolic,carboxylic acid,organic acid"
IPR016091,"superantigen toxin,superantigen,extracellular region,extracellular,region,toxin"
IPR016092,"cluster,sulfur cluster,cluster assembly,sulfur,iron sulfur,cluster binding,iron,assembly,cluster insertion,insertion protein,fes cluster,fes,metallo sulfur,component organization,insertion,organization,metallo,biogenesis,metal cluster,sulfur compound,component assembly,component biogenesis,or biogenesis,organization or"
IPR016093,"mir motif,mir,motif"
IPR016095,"layer alphabeta,3 layer,alphabeta sandwich,protein ul1,ul1,sandwich domain,layer,sandwich,alphabeta,large ribosomal,large,subunit protein,ribosomal subunit,ribosomal"
IPR016097,
IPR016098,"capseptum,capseptum formation,protein capseptum,formation inhibitor,inhibitor minc,minc,cyclase associated,cyclase,formation,inhibitor,associated protein"
IPR016099,"prismane like,alphabeta sandwich,prismane,sandwich,alphabeta"
IPR016100,"alpha bundle,prismane,bundle,alpha"
IPR016101,"acceptor activity,dehydrogenase acceptor,monoxide dehydrogenase,carbon monoxide,monoxide,cluster binding,cluster,nickel cation,sulfur cluster,nickel,4 sulfur,4 iron,iron,sulfur,dehydrogenase,alpha bundle,of precursor,metabolites and,metabolites,precursor metabolites,and energy,cation binding,energy,generation of,precursor,generation,co dehydrogenase,co,and,acceptor,bundle,aldehyde or,the aldehyde,or oxo,oxo group,oxo,metal cluster,aldehyde,iron sulfur,on the,group of,the,of donors,transition metal,transition,donors,alpha"
IPR016102,"coa synthetase,synthetase like,succinyl coa,succinyl,synthetase,coa"
IPR016103,"proqfino,proqfino domain"
IPR016104,"lyase activity,lyase,carboxy lyase,carboxy,histidinearginine,dependent histidinearginine,histidinearginine decarboxylase,pyruvoyl dependent,pyruvoyl,amino acid,amino,decarboxylase,carbon lyase,carbon carbon,oxoacid metabolic,oxoacid,carboxylic acid,organic acid,carboxylic"
IPR016105,"lyase activity,lyase,carboxy lyase,carboxy,dependent histidinearginine,histidinearginine decarboxylase,histidinearginine,3 layer,pyruvoyl dependent,layer sandwich,pyruvoyl,amino acid,sandwich domain,layer,amino,sandwich,decarboxylase,carbon lyase,carbon carbon,oxoacid metabolic,oxoacid,carboxylic acid,organic acid,carboxylic"
IPR016106,"histidine decarboxylase,decarboxylase,histidine,decarboxylase activity,lyase activity,lyase,proenzyme,decarboxylase proenzyme,carboxy lyase,carboxy,carbon lyase,carbon carbon"
IPR016107,"viral capsid,capsid,adenovirus pll,pll,viral,hexon,adenovirus,virion component,virion"
IPR016108,"viral capsid,capsid,adenovirus pll,pll,viral,hexon,adenovirus,virion component,virion"
IPR016110,"adenovirus pll,pll,subdomain 3,hexon,adenovirus,subdomain"
IPR016112,"coatcapsid,coatcapsid protein,dsdna,dsdna virus,ii dsdna,virus coatcapsid,group ii,virus,ii"
IPR016115,"p3,bacteriophage prd1,prd1,bacteriophage"
IPR016117,"argj like,argj"
IPR016119,"peroxidase activity,peroxidase,bromoperoxidasechloroperoxidase c,bromoperoxidasechloroperoxidase,peroxide as,on peroxide,peroxide,antioxidant activity,antioxidant,as acceptor,acceptor"
IPR016120,"phosphorelay,sensor,phosphorelay sensor,kinase activity,sensor kinase,phosphorelay signal,transduction system,kinase,transduction,signal transduction,histidine kinase,signal,histidine,regulator spoob,spoob,sporulation regulator,group as,phosphotransferase activity,phosphotransferase,transduction histidine,molecule sensor,sensor activity,protein histidine,nitrogenous group,transferring phosphorus,containing groups,as acceptor,acceptor,nitrogenous,sporulation,intracellular signal,protein kinase,alcohol group,alcohol,cell communication,communication,a protein"
IPR016122,"initiation phosphotransferase,phosphotransferase b,sporulation initiation,sporulation,initiation,phosphotransferase"
IPR016123,"mog1psbp,alphabetaalpha sandwich,alphabetaalpha,sandwich"
IPR016125,"c15,peptidase c15,pyroglutamyl peptidase,pyroglutamyl,peptidase i,i like,peptidase"
IPR016126,secretoglobin
IPR016128,"pyosincloacin,pyosincloacin translocation,translocation domain,translocation"
IPR016129,"family c14a,c14a,his active,peptidase family,his,active site,active,peptidase,site"
IPR016130,"dephosphorylation,tyrosine phosphatase,protein tyrosine,active site,tyrosine,phosphatase,active,phosphate containing,phosphorus metabolic,site"
IPR016131,"haemerythrin,iron binding,binding site,iron,cation binding,site"
IPR016132,"chromophore attachment,phytochrome chromophore,attachment domain,chromophore,phytochrome,attachment"
IPR016133,"rich antifreeze,insect cysteine,antifreeze protein,antifreeze,insect,cysteine rich,rich,cysteine"
IPR016134,"catabolic process,catabolic,polysaccharide catabolic,polysaccharide,dockerin domain,dockerin,polysaccharide metabolic,carbohydrate catabolic,macromolecule catabolic,carbohydrate metabolic,substance catabolic"
IPR016135,"conjugating enzymerwd,enzymerwd,enzymerwd like,ubiquitin conjugating,conjugating,ubiquitin"
IPR016136,"n terminaldna,helicase dnab,terminaldna primase,terminaldna,primase dnag,dnag,dnab,primase,dna helicase,helicase"
IPR016137,"rgs domain,rgs"
IPR016138,"negative regulation,negative,glycosylase activity,of translation,rrna n,glycosylase,rrna,n glycosylase,of amide,translation,amide,of macromolecule,amide metabolic,of gene,inactivating protein,inactivating,ribosome inactivating,rna glycosylase,of protein,glycosyl,of biosynthetic,of nitrogen,subdomain 1,a rrna,of metabolic,peptide,transcriptional regulation,n glycosyl,hydrolyzing n,post transcriptional,subdomain,post,glycosyl compounds,transcriptional,glycosyl bonds,on glycosyl,hydrolyzing,compounds,peptide biosynthetic,ribosome,peptide metabolic,on rna,amide biosynthetic,of primary,a nucleic"
IPR016139,"inactivating,inactivating protein,ribosome inactivating,subdomain 2,subdomain,ribosome"
IPR016140,"bifunctional inhibitorplant,inhibitorplant,inhibitorplant lipid,proteinseed,transfer proteinseed,storage helical,proteinseed storage,lipid transfer,storage,bifunctional,helical domain,helical,transfer,lipid"
IPR016142,"large alpha,alpha subdomain,citrate synthase,citrate,synthase like,subdomain,large,synthase,alpha"
IPR016143,"small alpha,alpha subdomain,citrate synthase,citrate,synthase like,subdomain,synthase,alpha"
IPR016147,"wall organization,periplasmic space,cell wall,bounded periplasmic,wall,periplasmic,space,organization,outer membrane,pili assembly,outer,envelope,pili,assembly chaperone,structure organization,component organization,or biogenesis,organization or,biogenesis,cell envelope,encapsulating structure,encapsulating,external encapsulating,chaperone,external,assembly"
IPR016148,"pili assembly,pili,assembly chaperone,chaperone,assembly"
IPR016149,"kinase regulator,ck2,kinase ck2,ck2 complex,protein kinase,kinase complex,kinase,regulator activity,transferase complex,kinase ii,casein kinase,casein,regulatory subunit,serinethreonine protein,serinethreonine,regulatory,enzyme regulator,intracellular protein,catalytic complex,function regulator,function,enzyme,ii,transferring phosphorus,containing groups"
IPR016151,"mismatch repair,mismatch,mismatched dna,mismatched,repair,ribonucleotide binding,ribonucleotide,nucleotide binding,purine,protein muts,muts,to stress,atp binding,stress,adenyl,dna mismatch,repair protein,double stranded,stranded dna,stranded,double,dna repair,damage response,dna damage,damage,adenyl ribonucleotide,dna metabolic,adenyl nucleotide,triphosphate binding,derivative binding,purine ribonucleoside,purine ribonucleotide,ribonucleoside triphosphate,triphosphate,anion binding,ribonucleoside,phosphate binding,purine nucleotide,heterocyclic,heterocyclic compound,molecule binding"
